uy55.684,-0.23457,-0.69965,3.1998,19.11,7.9755,74.242,1
137.05,43.168,-0.18723,0.20252,9.3478,38.35,4.3081,18.083,1
128.49,52.988,0.25532,-0.49113,0.81605,9.9889,19.207,430.48,1
117.4,69.209,0.10845,-1.1391,4.0234,26.498,7.2665,54.365,2
101.33,44.51,0.36114,0.19465,2.8344,19.76,8.3499,77.468,1
117.96,54.536,0.042908,-0.47056,2.0878,15.223,9.6738,112.07,1
121.91,44.061,0.26896,0.71576,2.4933,19.782,8.8443,83.31,1
101.04,46.765,0.4396,0.42585,2.3813,18.002,8.9636,89.617,1
50.812,31.05,3.7083,20.622,8.8386,35.745,4.7471,23.584,2
152.46,48.258,-0.58797,0.13096,9.0853,34.17,4.0898,17.117,1
114.01,47.111,0.1204,-0.077065,0.71572,9.4511,19.426,461.74,1
95.539,46.231,0.59915,1.2925,1.5092,10.888,14.064,271.07,1
111.95,50.996,0.302,-0.076618,2.0702,13.883,10.599,141.86,1
125.8,54.155,0.19938,-0.69298,1.6028,10.607,14.122,286.95,1
116.41,51.142,0.059016,-0.011105,1.1957,12.132,13.368,217.73,1
122.03,53.871,0.05839,-0.35352,3.4089,25.187,7.6191,58.236,1
136.67,58.583,-0.38332,-0.51188,1.5945,16.245,11.4,138.65,1
54.883,33.414,3.164,14.593,7.9038,33.391,4.9875,26.184,2
58.164,37.857,2.9904,11.786,41.121,62.01,1.7354,2.3544,2
108.89,38.125,0.47758,1.6935,2.6789,15.947,8.2552,87.042,1
21.039,38.706,4.6596,22.027,72.137,64.505,0.99252,0.27588,2
130.28,45.271,0.095718,0.60547,6.7717,33.762,5.2589,27.481,1
110.39,44.599,0.17443,0.62459,1.301,14.234,12.714,177.96,1
88.18,44.503,1.3726,2.5848,8.9197,38.631,4.7597,22.498,2
112.54,42.106,0.34505,0.76892,2.6171,14.575,8.6119,101.07,1
106.81,52.732,0.40737,0.11021,2.286,17.995,8.6212,80.61,1
122.56,45.474,0.062036,0.41791,2.964,21.711,8.215,71.957,1
91.469,34.24,0.83357,3.2443,4.4582,23.681,6.1856,41.571,1
99.852,44.904,0.32489,0.4963,3.4833,20.436,8.0342,73.734,1
79.766,35.263,0.82715,3.56,1.9473,15.014,9.4113,105.9,1
30.758,37.853,4.1965,18.438,78.957,60.876,0.79164,0.36016,2
119.74,40.322,0.24334,0.39878,2.2149,15.009,10.211,127.11,1
70.883,34.878,1.1868,4.7111,4.454,23.578,6.412,44.453,1
66.492,36.707,2.4221,9.505,23.473,56.761,2.4253,4.7364,2
127.27,43.303,-0.13025,0.31439,1.6714,14.116,10.891,142.29,1
13.641,35.772,5.3898,28.813,96.624,76.167,0.17727,-1.0791,2
62.766,33.117,2.8696,13.651,10.989,43.422,4.0362,15.339,2
9.7422,30.262,7.0886,50.954,84.117,59.367,0.90105,0.55632,2
112.93,56.948,0.40972,-0.32136,5.4423,24.868,5.7308,37.073,1
73.43,35.645,1.8919,8.1951,5.6145,31.358,6.0154,36.395,2
5.8125,30.631,7.1527,51.591,149.07,47.64,0.2374,0.12726,2
43.945,30.207,5.1867,33.78,35.833,59.029,1.6363,1.8767,2
57.117,33.449,2.7348,13.619,5.8478,32.384,6.035,36.5,2
72.398,31.991,2.6758,11.959,17.674,50.812,3.1612,9.0638,2
110.54,52.942,0.53428,0.30864,7.3027,34.961,4.9154,23.496,2
59.727,32.717,3.3605,16.178,39.257,75.045,1.7615,1.581,2
135.38,60.577,-0.070604,-0.67719,1.3946,13.343,12.56,185.72,1
106.3,45.853,0.43792,0.55689,3.1697,18.409,7.6826,69.451,1
128.52,56.322,-0.17444,-0.53048,9.2057,37.853,4.3062,17.925,1
104.18,49.73,0.092626,-0.33659,2.4615,13.664,9.0297,118.35,1
131.2,48.438,-0.19646,-0.22112,12.471,42.772,3.3266,9.7363,1
82.453,37.06,0.66489,2.6511,3.9674,21.817,6.2824,44.142,1
125.03,48.521,-0.0086749,0.21481,5.8094,27.715,5.2348,28.084,1
95.977,42.647,0.66868,1.2142,9.0025,36.118,4.2451,17.786,1
133.48,49.098,0.035168,0.16095,1.1973,12.249,14.441,238.79,1
82.008,38.354,1.755,4.9377,19.77,53.067,2.845,7.3495,2
99.539,42.131,0.37392,0.64191,2.3763,17.217,9.1931,97.913,1
26.898,45.923,3.7311,13.476,83.554,66.138,0.59162,-0.34197,2
93.367,34.509,0.43371,3.322,2.1513,18.78,10.245,112.67,1
125.83,35.482,0.097659,1.9843,1.3411,11.347,13.513,241.19,1
112.57,45.718,-0.065494,-0.003302,2.4992,16.325,9.874,120.9,1
129.75,47.057,0.16213,-0.1015,1.5619,14.887,11.22,139.59,1
133.68,50.322,-0.09934,-0.37107,64.968,86.831,0.81279,-1.029,1
128.96,52.481,0.10697,-0.36033,6.2776,31.426,5.1512,26.063,1
154.73,51.756,-0.89317,0.2285,145.12,88.685,-0.51902,-1.2453,1
122.44,50.949,0.14187,-0.30227,2.898,14.673,8.3327,98.182,1
118.08,54.168,0.15746,-0.30245,3.1656,16.979,7.2973,67.946,1
25.828,29.679,6.7938,48.169,72.125,70.636,0.98885,0.13651,2
106.8,51.686,0.44555,-0.11565,1.638,15.733,11.301,139.37,1
126.84,48.866,0.055435,-0.060215,2.153,17.739,9.4351,96.898,1
120.24,43.807,0.18941,-0.066787,0.94816,9.9698,17.282,379.12,1
111.05,42.375,0.32622,0.68217,1.7533,18.236,11.034,125.78,1
53.906,38.706,3.1021,12.914,30.528,64.814,2.0462,2.869,2
139.67,50.766,0.1028,-0.23165,1.8202,19.519,11.261,127.92,1
118.54,51.901,0.30614,-0.3484,1.9565,16.811,9.7365,104.08,1
100.33,46.435,0.20781,0.53059,2.7232,15.168,8.3295,94.819,1
115.05,51.411,0.039704,-0.3013,12.304,47.607,3.7401,12.423,1
129.83,51.822,0.2567,-0.16899,2.6104,19.141,8.501,80.321,1
49,31.463,3.5006,18.937,7.444,30.929,4.9886,26.945,2
111.29,54.217,0.17547,-0.4571,4.9866,26.092,5.9228,37.508,1
126.58,42.428,0.10718,0.37646,6.9582,30.19,4.8099,24.323,1
137.83,54.3,-0.29959,-0.4774,19.373,48.697,2.314,3.9829,1
144.32,44.938,-0.15574,0.05865,3.1221,24.105,8.0498,65.088,1
136.99,50.85,0.04934,-0.19541,2.2408,14.171,9.5821,121.83,1
127.77,55.749,-0.044011,-0.45004,10.38,37.992,3.8551,14.379,1
120.67,47.357,0.053338,0.24793,2.888,18.406,8.3922,81.17,1
126.55,54.412,0.042645,-0.67195,10.167,41.296,4.1622,16.363,1
112.8,44.508,0.22953,0.1263,4.8988,27.291,5.9568,36.228,1
115.73,43.544,0.23369,0.22261,2.6597,17.777,8.4657,81.394,1
155.38,51.962,-0.52829,-0.078407,4.2433,26.105,6.4744,42.54,1
117.38,46.458,0.22431,0.25119,1.1547,10.125,16.108,348.14,1
136.43,49.552,-0.18042,0.37034,9.0661,37.285,4.27,17.7,1
98.203,48.094,0.31835,0.30724,2.7592,15.061,8.4532,95.639,1
103.86,46.718,0.49899,0.42741,2.6522,18.596,8.2291,76.222,1
97.219,43.545,0.52239,0.73431,2.2592,17.559,9.0783,91.572,1
123.18,44.938,0.029872,0.54433,3.3779,21.228,7.8018,69.165,1
111.56,39.062,0.42874,1.1631,5.2684,28.769,6.0874,38.178,1
130.98,50.881,0.11922,-0.10474,6.5209,31.358,5.2974,28.542,1
110.02,44.286,0.37653,0.030061,4.8779,23.935,6.2293,45.098,1
95.758,52.09,0.85997,0.087779,48.703,79.711,1.4382,0.49149,2
96.102,43.932,0.29637,0.71232,3.0794,17.539,7.3884,66.582,1
138.02,56.93,-0.011033,-0.64471,2.8654,19.383,8.5,79.307,1
103.59,52.343,0.24514,-0.38524,3.0017,19.699,8.0398,71.141,1
105.68,42.865,0.17333,0.48964,2.199,14.763,9.9006,121.72,1
116.02,46.598,0.18856,-0.0177,1.6045,11.148,13.052,242.1,1
138.59,55.506,-0.21894,-0.49883,3.4022,19.861,7.8303,70.578,1
123.9,45.992,0.16078,-0.084777,2.4147,14.287,9.2237,114.6,1
81.539,38.689,0.86046,2.0798,2.158,19.928,10.077,104.75,1
121.02,56.947,-0.10539,-0.83202,170.93,98.317,-1.0675,-0.76336,1
117.48,43.036,0.054054,0.30695,2.5025,15.98,8.7495,93.999,1
81.891,43.73,1.331,3.066,11.899,40.508,3.7922,14.482,2
99.969,46.822,0.60743,0.21372,5.6731,29.822,5.7106,33.344,2
110.92,50.338,0.29854,-0.31037,2.1338,18.586,9.6774,100.19,1
106.82,47.868,0.18564,-0.13689,2.3913,14.108,9.2496,114.88,1
41.32,32.396,3.8886,19.899,12.46,44.009,3.8824,14.738,2
121.99,52.539,0.37343,0.085934,2.9599,20.568,7.781,64.712,1
102.33,42.943,0.28963,0.83336,1.0401,12.251,13.766,216.92,1
128.46,44.408,-0.035676,-0.16953,4.6564,22.135,6.3231,46.652,1
107.4,48.149,0.26024,0.21431,2.5393,14.884,8.9761,106.05,1
42.578,35.296,4.0041,19.065,19.426,50.234,2.9329,8.1477,2
89.336,44.803,0.77126,1.1437,3.8963,23.765,7.0155,53.48,2
95.484,39.506,1.2714,3.8261,7.2441,33.697,5.0309,25.304,2
105.55,38.651,0.4467,1.3412,1.3729,14.138,11.78,155.11,1
128.03,40.148,0.11042,0.65591,4.7483,23.62,5.831,37.647,1
104.3,40.649,0.17864,1.3304,2.4565,20.09,9.0635,86.673,1
107.09,37.854,0.33681,1.1529,1.0903,11.035,14.95,277.89,1
131.67,51.689,-0.083764,-0.37759,7.99,34.976,4.5446,20.266,1
121.7,45.75,0.18028,0.25177,0.5393,8.8047,23.566,624.87,1
123.72,41.626,0.25355,1.0999,1.4465,15.193,11.91,153.33,1
116.07,49.127,0.16155,-0.054049,53.314,80.323,0.98297,-0.78357,1
94.219,42.89,1.0971,2.1799,5.2667,29.733,6.0624,37.53,2
90.375,42.656,0.60075,1.0209,2.8503,17.299,8.6282,90.963,1
66.328,34.323,1.8683,8.2939,3.2324,23.992,7.8442,62.814,2
137.56,42.954,-0.075829,0.12162,1.74,12.661,11.311,169.99,1
65.102,44.577,2.0053,5.2752,16.022,48.238,3.3293,10.628,2
93.266,47.545,0.56687,0.45359,3.1154,18.271,7.8123,71.182,1
137.48,49.296,0.12651,-0.46526,37.222,60.238,1.5565,1.4096,1
81.492,41.894,1.713,4.353,11.134,42.446,4.0891,16.223,2
124.77,49.295,-0.0092839,-0.37024,2.2567,15.1,9.69,114.23,1
127.57,52.577,-0.027292,-0.39573,3.4808,24.75,7.4346,56.247,2
89.836,45.549,1.2082,2.515,3.8955,26.668,7.327,54.732,2
107.02,43.8,0.25038,0.046503,3.3846,18.052,7.1327,61.895,1
106.3,43.872,0.26222,0.42491,2.3428,15.759,8.9631,97.968,1
104.1,46.754,0.47385,0.42484,3.1614,18.427,7.7343,69.768,1
45.609,39.137,3.6469,13.773,127.94,72.765,0.067915,-0.82641,2
86.383,46.734,1.3734,2.4704,27.238,59.925,2.1672,3.4832,2
109.02,46.916,0.23619,0.037597,25.974,59.692,2.0702,2.7285,1
10.719,30.846,6.2342,40.418,110.04,70.864,0.078696,-0.92675,2
133.66,51.647,0.16409,-0.51706,3.7592,20.68,6.8734,52.902,1
121.67,39.212,0.0025457,0.94704,3.4615,23.244,7.258,54.639,1
103.92,42.752,0.47039,1.1884,0.8704,11.298,15.983,292.93,1
107.87,46.756,0.34863,0.22607,2.5719,19.063,8.9683,87.834,1
82.695,41.07,1.7856,5.3436,10.423,39.225,4.2924,18.916,2
99.938,55.625,0.92882,0.36027,1.9858,15.985,12.095,159.53,2
143.03,54.027,0.016877,-0.37852,2.1229,12.953,10.273,148.55,1
123.31,54.344,0.26021,-0.27452,4.0744,22.885,6.4933,45.686,1
102.38,42.415,0.51148,0.95579,6.9799,30.509,4.7015,22.663,1
114.17,48.88,0.095739,0.36527,1.9038,17.408,10.447,119.04,1
95.602,52.563,0.53087,-0.084731,2.4105,14.217,9.4061,118.43,1
121,51.225,0.27758,0.091238,4.1346,21.146,6.4348,48.301,1
148.25,44.53,-0.21322,0.052532,2.9615,15.872,8.086,85.784,1
123.81,50.817,-0.263,-0.23352,2.2492,14.629,9.4153,111.5,1
95.727,39.414,0.6089,1.2926,2.2492,17.351,8.7927,86.536,1
99.758,41.41,0.63487,0.99211,2.6229,18.615,8.9107,89.313,1
76.203,34.002,2.7282,11.583,9.8194,37.322,4.3607,19.966,2
81.109,38.494,0.94071,2.1905,1.8679,15.891,9.9306,112.57,1
134.01,44.075,-0.13006,-0.092112,4.3779,26.752,7.1056,53.138,1
109.77,37.893,0.23296,0.88551,1.3604,14.133,13.671,205.89,1
71.367,38.076,0.92443,2.7975,2.1463,18.129,9.8394,105.61,1
112.3,56.594,0.30149,-0.48184,2.903,16.33,8.446,91.715,1
174.45,39.833,-0.72173,1.7278,0.90635,11.001,16.286,310.84,1
128.82,59.62,-0.24461,-0.76037,113.84,82.705,-0.23569,-1.284,1
117.77,53.875,0.3291,-0.06987,3.3286,23.773,7.5589,58.123,1
88.43,42.628,0.66981,1.5751,1.1572,12.889,13.389,203.73,1
112.79,48.922,0.053891,-0.30196,2.439,17.085,9.2113,102.05,1
119.84,53.133,0.16018,-0.31272,6.4172,29.928,5.1017,26.092,1
113.73,40.786,0.36779,0.7306,1.9983,13.136,10.336,145.34,1
115.71,52.867,-0.048331,-0.15457,2.4925,14.836,9.5252,117.73,1
99,48.547,0.36849,0.20803,1.5318,15.116,11.055,133.64,1
122.73,51.691,0.17996,0.0044669,8.408,34.248,4.3295,18.526,1
118.09,36.43,0.018806,1.4273,2.8211,16.728,8.8515,97.569,1
145.83,52.515,-0.16348,-0.066448,4.1982,27.003,6.8395,47.72,1
120.3,48.584,0.25188,0.2407,3.2015,20.247,7.5313,62.534,1
101.07,41.788,0.57265,0.72406,1.3687,12.856,12.004,174.46,1
120.95,49.285,-0.041311,-0.18565,2.4799,19.418,9.3724,96.193,1
116.22,49.612,-0.048432,-0.0090759,1.5075,13.92,11.45,153.6,1
109.35,50.809,-0.010264,-0.24117,3.0343,16.933,7.5724,71.972,1
130.58,51.526,-0.061028,-0.081486,1.8654,16.655,11.295,138.95,1
97.844,42.082,0.49922,0.59878,1.9799,13.18,10.758,152.32,1
128.34,57.19,-0.075856,-0.60933,2.6555,15.621,8.8609,101.52,1
107.94,41.446,0.43664,0.48499,0.85786,11.749,16.765,307.04,1
86.203,43.36,0.59975,1.3521,2.4013,17.092,9.4921,104,1
124.98,47.442,0.11116,0.26952,2.148,18.484,9.4908,94.871,1
107.24,48.466,0.43469,0.20625,1.2074,13.588,13.449,200.99,1
116.67,47.038,0.13423,0.32769,1.4849,11.272,13.579,247.56,1
108.23,44.268,0.48627,1.0189,2.0995,15,10.257,129.67,1
81.969,39.968,0.66371,1.7372,1.9774,12.166,10.977,175.2,1
119.52,56.555,0.057768,-0.73624,2.9231,22.149,8.2836,71.452,1
140.67,53.318,-0.10806,-0.52703,4.2316,24.336,6.7694,50.142,1
84.133,41.421,0.64123,1.3405,2.0084,14.851,10.238,125.97,1
130.57,45.36,0.34463,0.43407,2.0301,17.439,11.139,137.14,1
107.81,47.178,0.39235,0.2822,1.1957,14.63,13.394,190.79,1
114.76,42.157,0.54174,0.89791,2.7032,16.956,9.2406,104.11,1
103.99,42.933,0.045788,0.66546,1.3629,12.125,12.873,206.32,1
37.32,41.672,3.7545,14.525,81.921,75.563,0.73828,-0.49983,2
112.59,47.399,0.17479,0.17389,0.76003,11.447,17.814,342.7,1
92.727,46.771,0.66922,1.3166,6.3763,29.476,4.9159,24.478,1
122.75,53.959,0.050317,-0.44921,3.087,22.494,8.1331,69.512,1
84.336,35.616,0.55591,2.9322,3.5251,21.836,6.8824,51.258,1
115.23,52.752,0.11097,-0.36977,0.96405,9.9245,17.868,397.37,1
131.45,49.756,-0.050816,-0.057731,2.0569,13.272,10.63,149.18,1
137.16,41.653,0.027555,0.62185,1.5719,14.6,12,158.92,1
138.87,52.915,-0.052727,-0.43976,2.607,20.501,9.1605,89.558,1
138.08,42.029,0.024116,0.39449,8.1355,32.382,4.4825,20.917,1
120.23,43.133,0.21576,0.13934,2.5418,16.973,8.9943,95.3,1
138.59,53.708,-0.17031,-0.33445,40.691,66.922,1.2945,0.20263,1
119.23,54.075,-0.02024,-0.61106,33.724,69.052,1.9416,2.5145,1
31.578,43.343,3.6254,13.25,75.03,68.23,0.63423,-0.40564,2
120.62,47.999,0.14449,-0.037085,5.0769,29.739,6.1981,38.659,1
126.55,48.739,0.10555,0.016703,11.92,41.445,3.6083,12.29,1
124.37,45.703,0.095609,0.052798,9.2659,38.237,4.431,19.058,1
107.98,38.528,0.081587,1.3558,2.4172,15.006,8.8954,102.04,1
114.02,51.191,0.23534,0.067539,8.7408,36.868,4.5204,19.905,1
150.94,44.198,-0.2016,0.0014634,2.8286,14.978,7.7462,85.58,1
119.58,49.42,0.39923,0.27445,12.665,41.81,3.4044,11.024,1
147.25,50.597,-0.19938,-0.36232,1.6212,15.239,11.338,143.93,1
121.88,48.943,0.12789,-0.1458,2.4314,14.469,9.0635,108.62,1
18.359,30.759,5.7494,35.342,102.04,73.947,0.17535,-0.7865,2
132.48,49.549,0.1866,-0.19572,2.1221,12.762,10.675,158.71,1
19.523,31.118,5.6774,34.219,76.172,70.161,0.72107,-0.37907,2
9.4453,32.423,5.9013,36.144,110.56,63.807,0.46003,-0.82887,2
33.211,61.975,2.5272,5.0721,122.59,105.14,-0.12356,-1.835,1
145.12,50.973,-0.36214,-0.15412,1.6455,16.675,11.189,131.35,1
112.65,41.829,0.12069,0.60082,0.99666,13.122,15.636,267.62,1
110.74,42.227,0.30954,1.1639,2.2617,14.09,9.7938,125.63,1
147.96,40.652,-0.44493,0.63578,0.37207,8.0241,27.965,854.91,1
82.789,40.265,0.74059,1.8713,1.7575,13.745,10.709,142.01,1
113.01,43.742,0.49156,0.46369,4.0008,20.11,6.9907,58.855,1
146.99,50.006,0.011695,-0.23864,1.1104,11.252,14.944,273.27,1
108.22,49.128,0.18002,-0.2169,2.7366,15.217,8.1219,88.746,1
123.13,52.987,0.049613,-0.2885,2.5209,20.258,9.1078,88.648,1
133.12,51.492,0.014569,-0.37735,2.2742,20.881,9.9046,101.51,1
80.648,37.166,0.64481,2.8082,12.462,41.723,3.585,12.407,1
113.16,51.329,0.15429,-0.48323,2.6965,21.383,8.6734,77.88,1
109.16,55.204,0.29444,-0.12345,1.4047,14.484,12.335,167.85,1
132.09,50.667,0.045521,-0.40173,2.5836,21.455,9.3428,91.478,1
128.46,47.919,-0.0084189,0.17241,8.903,35.176,4.281,18.886,1
109.42,51.044,0.43358,-0.26159,2.6823,14.621,8.1476,94.315,1
138.18,46.473,-0.205,0.38598,2.0201,14.72,10.014,123.29,1
149.8,49.512,-0.22455,-0.13564,3.8319,21.091,7.369,62.163,1
120.44,52.428,-0.098114,-0.38638,3.3796,17.183,7.6638,76.444,1
142.87,49.318,-0.32576,-0.04552,5.7517,29.932,5.5708,31.584,1
115.84,56.128,0.081009,-0.64277,4.1179,26.464,7.0004,50.656,1
100.13,49.697,0.37411,0.26095,3.4875,18.414,7.8655,78.654,1
126.68,36.9,-0.0050137,1.0739,3.2408,20.234,7.8358,70.102,1
109.2,44.043,0.3981,0.67262,3.1296,18.936,6.9368,54.986,1
116.41,51.489,0.17637,-0.30188,4.7124,24.198,6.8648,52.686,1
79.258,42.212,0.65524,1.3407,5.7993,29.591,5.2354,26.922,1
77.312,39.079,0.67049,2.1581,1.786,12.458,11.05,168.25,1
102.55,34.972,0.55758,2.6492,9.4047,36.275,4.2283,17.42,1
123.12,47.087,0.26737,0.27939,2.5953,21.574,9.0286,84.825,1
99.344,47.024,0.39522,0.51247,1.8286,15.344,9.9031,113.31,1
34.555,32.803,4.8491,27.616,59.442,74.585,1.0523,-0.13188,2
120.7,45.985,-0.070474,-0.19312,5.2542,28.579,5.9988,37.296,1
108.62,52.995,0.26053,-0.38716,2.8788,16.357,8.0312,80.984,1
108.58,37.189,0.06301,1.2911,4.2124,20.222,6.0427,42.583,1
121.88,51.253,-0.23596,-0.35323,103.73,101.74,0.084099,-1.8598,1
128.54,46.694,0.10372,0.52691,1.2868,11.899,12.922,212.89,1
112.72,51.19,0.1837,-0.025644,2.1338,15.465,9.6671,114.02,1
117.66,50.208,0.27467,0.07292,1.2834,10.422,14.989,310.01,1
79.984,37.289,1.0495,2.7134,2.3043,17.749,8.8683,87.026,1
133.77,50.466,-0.12307,-0.39681,1.8804,14.534,9.8369,117.46,1
112.92,38.455,0.436,1.5409,2.4766,15.411,8.6302,94.347,1
97.328,47.566,0.52991,0.87002,2.0318,14.972,10.434,135.61,1
119.38,47.981,0.1338,0.11332,6.4172,29.768,5.2663,28.3,1
121.73,45.799,0.39552,0.46988,1.3763,12.789,11.964,176.79,1
90.266,36.038,0.50556,2.2391,2.4064,14.841,8.7687,100.76,1
26.211,43.752,4.022,16.034,111.44,76.772,0.011577,-0.95662,2
76.477,36.024,0.91506,3.2572,1.2132,13.844,13.373,193.87,1
123.94,48.786,-0.066235,-0.36114,1.1446,13.994,14.547,227.34,1
140.48,47.231,0.033424,0.32352,6.1346,30.571,5.2226,27.243,1
109.62,37.006,0.37589,1.3531,1.5485,12.678,12.106,183.27,1
87.961,46.019,1.0031,1.8099,2.4824,16.386,8.926,95.757,1
114.57,47.171,0.50818,0.54376,1.5619,16.086,11.218,132.69,2
111.55,52.481,0.39019,-0.17651,0.53094,10.233,21.401,479.74,1
115.17,49.57,0.010619,-0.37622,0.71405,11.575,17.542,325.63,1
7.9219,33.08,5.8319,34.381,172.8,62.646,-0.77186,-0.30349,2
103.72,65.718,0.31884,-1.1387,148.41,98.348,-0.57291,-1.4631,1
101.24,91.809,0.29011,-1.7819,195.8,63.624,-1.8526,2.545,1
107.31,48.059,0.23436,-0.35621,14.452,48.527,3.2635,9.2119,1
129.99,50.477,-0.016626,-0.16821,2.99,22.712,8.7313,79.961,1
131.85,45.893,-0.081506,0.21759,3.0401,18.187,7.7499,70.873,1
110.88,54.3,0.15897,-0.54462,3.7283,24.182,7.0432,51.647,1
132.73,52.784,-0.17018,-0.36458,72.995,93.57,0.60612,-1.4941,1
112.55,47.344,0.42049,0.2187,1.898,12.248,11.431,181.73,1
126.76,49.778,0.10108,-0.090333,0.78177,11.156,16.655,309.42,1
130.77,49.355,0.042855,0.24869,2.8478,19.387,8.4779,79.545,1
98.484,43.782,0.34884,0.55681,2.7717,17.147,8.2833,80.955,1
78.305,38.087,0.71004,2.2919,4.1672,25.297,6.8673,49.566,1
121.5,43.9,0.13123,0.24223,1.6237,14.874,11.182,143.12,1
144.41,52.634,-0.31816,-0.047311,3.4264,18.367,6.6878,54.338,1
118.34,45.72,0.28304,0.15897,2.2475,13.698,9.2952,120.49,1
131.52,41.843,0.038343,0.66761,2.903,16.085,7.9961,82.239,1
105.77,42.763,0.6672,0.97718,5.5794,30.192,5.712,33.042,1
34.586,63.095,2.4162,4.1951,185.43,77.813,-1.0911,-0.43762,1
7.6328,29.462,7.2884,53.757,164.87,74.202,-0.66857,-0.73686,2
105.62,75.874,0.26194,-1.3695,136.9,56.902,0.44667,-0.15292,1
111.55,49.047,0.20693,-0.41265,107.77,71.101,-0.22828,-0.67504,1
118.48,51.065,0.21285,-0.3077,2.1731,13.225,9.9455,138.69,1
137.01,41.426,-0.11515,0.45914,1.4298,11.301,13.021,234.08,1
109.7,52.104,0.1942,-0.41545,4.3988,20.626,5.972,43.345,1
104.24,52.379,0.20633,-0.25711,2.4674,17.494,8.2837,78.067,1
113.66,52.007,0.24054,-0.18322,5.9022,30.239,5.4531,30.113,1
112.9,54.237,0.2898,-0.21287,18.232,47.546,2.734,6.6205,1
121.79,47.626,0.22008,-0.1595,4.301,24.16,6.187,40.827,1
127.59,58.749,0.079572,-0.52264,9.9875,39.652,4.1602,16.923,1
151.88,42.187,-0.3527,0.83075,6.8261,29.521,4.6475,22.203,1
103.64,45.103,0.25081,0.65588,2.158,16.278,9.1668,96.51,1
94.117,41.526,1.222,3.351,9.5635,39.149,4.3726,18.707,2
23.344,36.11,5.2348,28.088,70.349,59.354,1.1123,1.1099,2
94.148,46.521,0.54246,0.84966,2.9005,18.88,7.8701,70.161,1
91.922,46.128,0.359,0.11221,3.3169,22.255,7.5571,61.904,1
118.6,50.421,0.34241,-0.20217,2.7132,15.117,8.1883,90.666,1
123.2,52.187,0.007106,-0.3333,2.4666,14.459,9.4642,117.28,1
123.82,48.256,0.18232,-0.19335,5.4933,26.758,5.6115,33.725,1
114.84,49.032,0.25647,0.052903,1.158,11.537,14.776,260.63,1
86.945,39.869,0.3905,1.5606,4.2885,25.351,6.6691,46.867,1
90.383,35.32,0.80775,2.9241,0.81355,10.384,17.146,349.24,1
130.78,48.824,0.13917,-0.32331,0.42809,8.3863,25.741,734.15,1
111.36,39.263,0.37436,0.903,2.1095,14.094,9.4247,116.26,1
137.75,51.567,-0.20478,-0.12248,111.03,77.893,-0.36384,-1.3486,1
94.227,48.786,0.65249,1.1528,2.5911,17.453,8.8368,88.697,1
104.74,37.034,0.3346,1.6399,2.5167,18.697,9.1812,92.94,1
104.01,49.268,0.09537,-0.10207,2.7358,17.955,8.8524,90.252,1
107.11,46.985,0.18609,0.21018,1.9674,15.705,11.07,144.85,1
117.84,50.623,-0.016791,-0.21947,31.574,66.407,1.7926,1.5225,1
114.27,42.198,-0.080197,0.6904,3.0059,22.65,8.1404,68.627,1
87.156,38.149,0.66693,1.8454,9.4691,34.976,4.1151,17.304,1
136.8,50.212,0.24234,-0.41811,2.449,19.128,9.1869,91.705,1
111.04,50.459,0.66256,0.53752,8.7492,38.006,4.5661,20.393,1
132.95,42.58,0.048086,0.32823,3.3896,17.801,7.5598,70.516,1
112.8,41.189,0.38877,0.76149,5.4557,26.058,5.5108,32.935,1
113.46,38.461,0.14514,0.87601,1.6396,16.856,11.206,131.41,1
98.742,44.685,0.32979,0.41451,1.6129,12.592,12.723,207.82,1
15.414,43.693,4.3835,18.597,134.45,73.193,-0.13214,-1.1879,2
122,58.335,0.042277,-0.7145,3.2667,18.458,8.0198,77.779,1
132.21,52.479,-0.078045,-0.26938,5.0201,25.911,6.2748,42.728,1
74.961,32.014,1.1072,6.5764,1.7533,12.126,11.535,185.27,1
120.37,46.096,0.15943,0.14122,3.7241,22.098,7.4259,61.495,1
81.32,39.953,0.78616,1.7341,1.862,15.588,10.064,116.16,1
129.55,52.675,0.089461,-0.52064,2.1196,13.816,10.508,143.26,1
122.43,52.139,0.29506,0.013025,15.74,45.047,2.9135,7.746,1
135.75,51.498,-0.23698,-0.10083,1.9532,15.824,10.787,134.5,1
91.805,38.656,0.56163,1.6025,1.6931,13.311,10.962,150.71,1
127.73,45.861,-0.20339,-0.17691,1.6564,15.382,11.614,146.57,1
75.148,32.654,1.8278,8.7032,8.4749,33.749,4.5375,20.984,2
20.906,31.266,5.469,33.112,66.141,72.69,0.95628,-0.030935,2
123.28,55.981,0.17383,-0.58917,2.4331,18.952,9.5733,101.85,1
138.58,51.508,-0.052555,-0.66094,1.8403,16.163,11.046,138.33,1
123.2,57.848,0.18414,-0.74954,30.619,61.81,1.7857,1.774,1
100.54,49.592,0.53062,0.49108,2.6246,17.458,8.319,79.852,1
150.88,50.411,-0.43623,-0.042943,8.158,34.657,4.7685,22.818,1
119.15,35.379,0.0036549,1.5749,2.2709,18.579,9.3323,92.986,1
98.078,44.486,0.53409,0.68426,1.3127,11.725,14.441,254.49,1
96.406,44.822,0.25856,0.24692,3.7542,24.294,7.0424,51.496,1
124.34,46.608,0.021237,0.018852,1.6672,15.184,10.962,136.38,1
115.11,55.483,0.072129,-0.36958,3.5477,24.016,7.5642,61.007,1
